repo,rank_number,actor,company,commits,percent,all_commits
FasterXML/jackson-core,3,LokeshN,VMware,9,0.00239,377259
FasterXML/jackson-databind,1,cowtowncoder,FasterXML,2832,0.75068,377259
FasterXML/jackson-databind,2,cowtowncoder,Indeed,1148,0.30430,377259
FasterXML/jackson-databind,3,brenuart,(Unknown),12,0.00318,377259
felixge/node-combined-stream,1,alexindigo,(Unknown),18,0.00477,377259
felixge/node-combined-stream,2,apechimp,(Unknown),13,0.00345,377259
felixge/node-combined-stream,3,jmendeth,(Unknown),3,0.00080,377259
feross/is-buffer,1,feross,BitMidi,42,0.01113,377259
feross/is-buffer,2,feross,Standard JS,41,0.01087,377259
feross/is-buffer,3,LinusU,(Unknown),2,0.00053,377259
feross/safe-buffer,1,feross,Standard JS,58,0.01537,377259
feross/safe-buffer,2,feross,BitMidi,20,0.00530,377259
feross/safe-buffer,3,calvinmetcalf,AppGeo,4,0.00106,377259
form-data/form-data,1,alexindigo,(Unknown),120,0.03181,377259
form-data/form-data,2,mapleeit,Tencent,27,0.00716,377259
form-data/form-data,3,JBtje,(Unknown),7,0.00186,377259
FortAwesome/Font-Awesome,1,davegandy,Fort Awesome,422,0.11186,377259
FortAwesome/Font-Awesome,2,tagliala,Independent,224,0.05938,377259
FortAwesome/Font-Awesome,3,talbs,Fort Awesome,169,0.04480,377259
google/gson,1,inder123,(Unknown),361,0.09569,377259
google/gson,2,swankjesse,Square,142,0.03764,377259
google/gson,3,JakeWharton,Google,79,0.02094,377259
google/guava,1,cpovirk,Google,1977,0.52404,377259
google/guava,2,cgdecker,Google,1544,0.40927,377259
google/guava,3,ronshapiro,Google,271,0.07183,377259
google/guice,1,sameb,Google,350,0.09277,377259
google/guice,2,ronshapiro,Google,120,0.03181,377259
google/guice,3,lukesandberg,Google,70,0.01855,377259
gotwarlost/istanbul,1,gotwarlost,(Unknown),202,0.05354,377259
gotwarlost/istanbul,2,davglass,Yahoo,54,0.01431,377259
gotwarlost/istanbul,3,sterling,(Unknown),4,0.00106,377259
Gozala/querystring,1,Gozala,(Unknown),5,0.00133,377259
Gozala/querystring,2,medikoo,(Unknown),2,0.00053,377259
Gozala/querystring,3,codeclown,(Unknown),1,0.00027,377259
gulpjs/vinyl,1,phated,Lead Gumshoe,368,0.09755,377259
gulpjs/vinyl,2,contra,Stae,107,0.02836,377259
gulpjs/vinyl,3,phated,Iced,14,0.00371,377259
hapijs/boom,1,hueniverse,Yahoo,113,0.02995,377259
hapijs/boom,2,arb,Stardog,76,0.02015,377259
hapijs/boom,3,jarrodyellets,Sideway,7,0.00186,377259
hapijs/cryptiles,1,hueniverse,Yahoo,54,0.01431,377259
hapijs/cryptiles,2,jarrodyellets,Sideway,6,0.00159,377259
hapijs/cryptiles,3,Marsup,Kuri,4,0.00106,377259
hapijs/hoek,1,hueniverse,Yahoo,202,0.05354,377259
hapijs/hoek,2,nlf,&yet,115,0.03048,377259
hapijs/hoek,3,kanongil,mediathand,41,0.01087,377259
hueniverse/hawk,1,hueniverse,Yahoo,106,0.02810,377259
hueniverse/hawk,2,Dreyer,(Unknown),4,0.00106,377259
hueniverse/hawk,3,remy,(Unknown),3,0.00080,377259
hueniverse/sntp,1,hueniverse,Yahoo,28,0.00742,377259
hueniverse/sntp,2,ChALkeR,Independent,1,0.00027,377259
hueniverse/sntp,3,hekike,(Unknown),1,0.00027,377259
hughsk/vinyl-buffer,1,phated,Lead Gumshoe,4,0.00106,377259
hughsk/vinyl-buffer,2,Enet4,(Unknown),1,0.00027,377259
hughsk/vinyl-source-stream,1,hughsk,(Unknown),8,0.00212,377259
hughsk/vinyl-source-stream,2,phated,Lead Gumshoe,8,0.00212,377259
hughsk/vinyl-source-stream,3,pascalduez,(Unknown),2,0.00053,377259
isaacs/abbrev-js,1,isaacs,npm,24,0.00636,377259
isaacs/abbrev-js,2,jorrit,nCode,1,0.00027,377259
isaacs/inherits,1,isaacs,npm,13,0.00345,377259
isaacs/minimatch,1,isaacs,npm,45,0.01193,377259
isaacs/minimatch,2,djchie,(Unknown),1,0.00027,377259
isaacs/minimatch,3,forivall,(Unknown),1,0.00027,377259
isaacs/node-glob,1,isaacs,npm,158,0.04188,377259
isaacs/node-glob,2,schnittstabil,(Unknown),4,0.00106,377259
isaacs/node-glob,3,tanyabrassie,(Unknown),3,0.00080,377259
isaacs/node-graceful-fs,1,isaacs,npm,123,0.03260,377259
isaacs/node-graceful-fs,2,dylang,(Unknown),5,0.00133,377259
isaacs/node-graceful-fs,3,coreyfarrell,(Unknown),4,0.00106,377259
isaacs/node-lru-cache,1,isaacs,npm,112,0.02969,377259
isaacs/node-lru-cache,2,ChrisCinelli,(Unknown),5,0.00133,377259
isaacs/node-lru-cache,3,indutny,(Unknown),3,0.00080,377259
isaacs/node-which,1,isaacs,npm,15,0.00398,377259
isaacs/node-which,2,drcapulet,(Unknown),1,0.00027,377259
isaacs/node-which,3,zkat,npm,1,0.00027,377259
isaacs/once,1,isaacs,npm,9,0.00239,377259
isaacs/once,2,floatdrop,(Unknown),1,0.00027,377259
isaacs/once,3,morenoh149,(Unknown),1,0.00027,377259
isaacs/rimraf,1,isaacs,npm,78,0.02068,377259
isaacs/rimraf,2,PeterDaveHello,Independent,3,0.00080,377259
isaacs/rimraf,3,amilajack,Fertona,2,0.00053,377259
isaacs/sax-js,1,isaacs,npm,57,0.01511,377259
isaacs/sax-js,2,subzey,(Unknown),4,0.00106,377259
isaacs/sax-js,3,pletcher,(Unknown),3,0.00080,377259
JamesNK/Newtonsoft.Json,1,JamesNK,Microsoft,1082,0.28681,377259
JamesNK/Newtonsoft.Json,2,JonHanna,(Unknown),49,0.01299,377259
JamesNK/Newtonsoft.Json,3,TylerBrinkley,(Unknown),17,0.00451,377259
janvanhelvoort/browserify-conditionalify,1,janvanhelvoort,(Unknown),13,0.00345,377259
jaredhanson/passport,1,jaredhanson,Auth0,116,0.03075,377259
jaredhanson/passport,2,mjhea0,(Unknown),3,0.00080,377259
jaredhanson/passport,3,woloski,(Unknown),3,0.00080,377259
jashkenas/underscore,1,jashkenas,Observable,246,0.06521,377259
jashkenas/underscore,2,megawac,Independent,196,0.05195,377259
jashkenas/underscore,3,captbaritone,Facebook,162,0.04294,377259
JedWatson/classnames,1,JedWatson,Thinkmill,170,0.04506,377259
JedWatson/classnames,2,dcousens,Independent,79,0.02094,377259
JedWatson/classnames,3,bartriordan,(Unknown),7,0.00186,377259
JohnPostlethwait/stringify,1,JohnPostlethwait,Oracle,37,0.00981,377259
JohnPostlethwait/stringify,2,matthewdunsdon,(Unknown),8,0.00212,377259
JohnPostlethwait/stringify,3,JohnPostlethwait,Nebula,4,0.00106,377259
jonschlinkert/arr-diff,1,jonschlinkert,Sellside,24,0.00636,377259
jonschlinkert/arr-diff,2,doowb,Sellside,2,0.00053,377259
jonschlinkert/arr-diff,3,EdwardBetts,Cantab Capital Partners,1,0.00027,377259
jonschlinkert/define-property,1,jonschlinkert,Sellside,31,0.00822,377259
jonschlinkert/define-property,2,doowb,Sellside,7,0.00186,377259
jonschlinkert/define-property,3,tibbon,(Unknown),1,0.00027,377259
jonschlinkert/fill-range,1,jonschlinkert,Sellside,123,0.03260,377259
jonschlinkert/fill-range,2,paulmillr,(Unknown),4,0.00106,377259
jonschlinkert/fill-range,3,bluelovers,(Unknown),2,0.00053,377259
jonschlinkert/is-extendable,1,jonschlinkert,Sellside,8,0.00212,377259
jonschlinkert/is-extendable,2,doowb,Sellside,7,0.00186,377259
jonschlinkert/is-extendable,3,onokumus,(Unknown),3,0.00080,377259
jonschlinkert/is-extglob,1,jonschlinkert,Sellside,14,0.00371,377259
jonschlinkert/is-glob,1,jonschlinkert,Sellside,39,0.01034,377259
jonschlinkert/is-glob,2,dperezde,(Unknown),1,0.00027,377259
jonschlinkert/is-number,1,jonschlinkert,Sellside,59,0.01564,377259
jonschlinkert/is-number,2,benaadams,Illyriad Games,1,0.00027,377259
jonschlinkert/is-number,3,realityking,Contentful,1,0.00027,377259
jonschlinkert/isobject,1,jonschlinkert,Sellside,30,0.00795,377259
jonschlinkert/isobject,2,doowb,Sellside,12,0.00318,377259
jonschlinkert/isobject,3,TrySound,Жуков и Архангельский,10,0.00265,377259
jonschlinkert/kind-of,1,jonschlinkert,Sellside,112,0.02969,377259
jonschlinkert/kind-of,2,miguelmota,(Unknown),2,0.00053,377259
jonschlinkert/kind-of,3,dtothefp,(Unknown),1,0.00027,377259
joyent/node-http-signature,1,arekinath,Independent,29,0.00769,377259
joyent/node-http-signature,2,trentm,(Unknown),7,0.00186,377259
joyent/node-http-signature,3,bahamas10,(Unknown),3,0.00080,377259
joyent/node-jsprim,1,joyent-automation,(Unknown),3,0.00080,377259
joyent/node-jsprim,2,davepacheco,Joyent,1,0.00027,377259
joyent/node-jsprim,3,jordanhendricks,(Unknown),1,0.00027,377259
joyent/node-sshpk,1,arekinath,Independent,74,0.01962,377259
joyent/node-sshpk,2,joyent-automation,(Unknown),36,0.00954,377259
joyent/node-sshpk,3,cburroughs,(Unknown),4,0.00106,377259
jquery/esprima,1,ariya,Shape,544,0.14420,377259
jquery/esprima,2,ariya,Independent,29,0.00769,377259
jquery/esprima,3,mikesherov,Adobe,14,0.00371,377259
jquery/jquery,1,timmywil,OpenTable,311,0.08244,377259
jquery/jquery,2,mzgol,Independent,208,0.05513,377259
jquery/jquery,3,markelog,Independent,159,0.04215,377259
jquery/jquery-ui,1,scottgonzalez,jQuery UI,452,0.11981,377259
jquery/jquery-ui,2,fnagel,Independent,275,0.07289,377259
jquery/jquery-ui,3,arschmitz,(Unknown),254,0.06733,377259
jquery-validation/jquery-validation,1,Arkni,FWC,55,0.01458,377259
jquery-validation/jquery-validation,2,staabm,(Unknown),47,0.01246,377259
jquery-validation/jquery-validation,3,RobJohnston,(Unknown),5,0.00133,377259
jshttp/accepts,1,dougwilson,Salesforce,166,0.04400,377259
jshttp/accepts,2,nooks,(Unknown),1,0.00027,377259
jshttp/http-errors,1,dougwilson,Salesforce,187,0.04957,377259
jshttp/http-errors,2,pluma,(Unknown),2,0.00053,377259
jshttp/http-errors,3,tkrotoff,(Unknown),2,0.00053,377259
jshttp/mime-db,1,dougwilson,Salesforce,548,0.14526,377259
jshttp/mime-db,2,alrra,(Unknown),6,0.00159,377259
jshttp/mime-db,3,rmzelle,(Unknown),5,0.00133,377259
jshttp/mime-types,1,dougwilson,Salesforce,265,0.07024,377259
jshttp/mime-types,2,dougwilson,Independent,4,0.00106,377259
jshttp/mime-types,3,thiagodelgado111,(Unknown),2,0.00053,377259
jshttp/statuses,1,dougwilson,Salesforce,169,0.04480,377259
jshttp/statuses,2,dougwilson,Independent,1,0.00027,377259
jshttp/statuses,3,DylanPiercey,(Unknown),1,0.00027,377259
juliangruber/balanced-match,1,juliangruber,NowSecure,39,0.01034,377259
juliangruber/balanced-match,2,neytema,(Unknown),7,0.00186,377259
juliangruber/balanced-match,3,stevemao,重搏国际,5,0.00133,377259
juliangruber/brace-expansion,1,juliangruber,NowSecure,41,0.01087,377259
juliangruber/brace-expansion,2,juliangruber,Code for Science and Society,21,0.00557,377259
juliangruber/brace-expansion,3,juliangruber,Kerngedanke,3,0.00080,377259
juliangruber/isarray,1,juliangruber,Code for Science and Society,23,0.00610,377259
juliangruber/isarray,2,juliangruber,NowSecure,4,0.00106,377259
juliangruber/isarray,3,juliangruber,Kerngedanke,3,0.00080,377259
kelektiv/node-uuid,1,broofa,Tend.ai,125,0.03313,377259
kelektiv/node-uuid,2,ctavan,(Unknown),14,0.00371,377259
kelektiv/node-uuid,3,defunctzombie,Cruise,14,0.00371,377259
kennethreitz/requests,1,Lukasa,Hewlett,623,0.16514,377259
kennethreitz/requests,2,kennethreitz,Heroku,571,0.15135,377259
kennethreitz/requests,3,sigmavirus24,Rackspace,193,0.05116,377259
ljharb/qs,1,ljharb,Airbnb,259,0.06865,377259
ljharb/qs,2,ljharb,Ecma,19,0.00504,377259
ljharb/qs,3,papandreou,(Unknown),13,0.00345,377259
lodash/lodash,1,jdalton,Microsoft,8147,2.15952,377259
lodash/lodash,2,jdalton,Salesforce,106,0.02810,377259
lodash/lodash,3,falsyvalues,(Unknown),80,0.02121,377259
madler/zlib,1,madler,(Unknown),154,0.04082,377259
mafintosh/end-of-stream,1,mafintosh,Independent,11,0.00292,377259
mafintosh/end-of-stream,2,mafintosh,Hyperdivision,10,0.00265,377259
mafintosh/end-of-stream,3,watson,Opbeat,3,0.00080,377259
maxogden/concat-stream,1,maxogden,Code for Science & Society,16,0.00424,377259
maxogden/concat-stream,2,mafintosh,Hyperdivision,9,0.00239,377259
maxogden/concat-stream,3,mafintosh,Independent,9,0.00239,377259
mcavage/node-assert-plus,1,pfmooney,(Unknown),14,0.00371,377259
mcavage/node-assert-plus,2,bahamas10,(Unknown),2,0.00053,377259
mcavage/node-assert-plus,3,trentm,(Unknown),1,0.00027,377259
mde/ejs,1,mde,Zenefits,289,0.07661,377259
mde/ejs,2,TimothyGu,Independent,266,0.07051,377259
mde/ejs,3,RyanZim,(Unknown),69,0.01829,377259
micromatch/braces,1,jonschlinkert,Sellside,62,0.01643,377259
micromatch/braces,2,paulmillr,(Unknown),6,0.00159,377259
micromatch/braces,3,doowb,Sellside,1,0.00027,377259
micromatch/micromatch,1,jonschlinkert,Sellside,143,0.03790,377259
micromatch/micromatch,2,doowb,Sellside,6,0.00159,377259
micromatch/micromatch,3,mrmlnc,Yandex,4,0.00106,377259
mikeal/tunnel-agent,1,mikeal,CNCF,2,0.00053,377259
mikeal/tunnel-agent,2,garthk,(Unknown),1,0.00027,377259
Modernizr/Modernizr,1,patrickkettner,Microsoft,720,0.19085,377259
Modernizr/Modernizr,2,rejas,Neofonie,475,0.12591,377259
Modernizr/Modernizr,3,patrickkettner,Walmart,207,0.05487,377259
moment/moment,1,ichernev,(Unknown),1294,0.34300,377259
moment/moment,2,marwahaha,Pandora,120,0.03181,377259
moment/moment,3,butterflyhug,Google,98,0.02598,377259
moment/moment-timezone,1,timrwood,(Unknown),143,0.03790,377259
moment/moment-timezone,2,mj1856,Microsoft,103,0.02730,377259
moment/moment-timezone,3,ellenaua,Waverley,94,0.02492,377259
motdotla/dotenv,1,maxbeatty,CTO,67,0.01776,377259
motdotla/dotenv,2,motdotla,Rebel,66,0.01749,377259
motdotla/dotenv,3,jcblw,(Unknown),29,0.00769,377259
moxystudio/node-cross-spawn,1,satazor,MOXY,62,0.01643,377259
moxystudio/node-cross-spawn,2,edevil,Bright Pixel,56,0.01484,377259
moxystudio/node-cross-spawn,3,ChALkeR,Independent,1,0.00027,377259
mozilla/source-map,1,fitzgen,(Unknown),220,0.05832,377259
mozilla/source-map,2,tromey,(Unknown),56,0.01484,377259
mozilla/source-map,3,ejpbruel,(Unknown),17,0.00451,377259
mysql-net/MySqlConnector,1,bgrainger,Faithlife,1843,0.48852,377259
mysql-net/MySqlConnector,2,caleblloyd,Issuer Direct,99,0.02624,377259
mysql-net/MySqlConnector,3,caleblloyd,BoxBoat,32,0.00848,377259
nanjingboy/uglify,1,nanjingboy,(Unknown),5,0.00133,377259
nanjingboy/uglify,2,dcousens,Independent,1,0.00027,377259
necolas/normalize.css,1,jonathantneal,10up,173,0.04586,377259
necolas/normalize.css,2,jonathantneal,Independent,31,0.00822,377259
necolas/normalize.css,3,necolas,Twitter,19,0.00504,377259
ng-bootstrap/ng-bootstrap,1,pkozlowski-opensource,Independent,836,0.22160,377259
ng-bootstrap/ng-bootstrap,2,maxokorokov,Amadeus,457,0.12114,377259
ng-bootstrap/ng-bootstrap,3,jnizet,(Unknown),104,0.02757,377259
