Date,1001+,101-1000,51-100,21-50,16-20,11-15,10,9,8,7,6,5,4,3,2,1,0
2019-05-25,17,152,141,430,257,419,131,136,178,238,327,459,742,1253,2741,9384,65907
2019-05-27,13,121,130,397,239,389,129,125,172,214,310,427,676,1144,2570,8653,62250
2019-05-28,17,152,141,430,257,419,131,136,178,238,327,459,742,1253,2741,9384,65907
2019-05-29,17,152,141,430,257,419,131,136,178,238,327,459,742,1253,2741,9384,65907
2019-05-31,17,152,141,430,257,419,131,136,178,238,327,459,742,1253,2741,9384,65907
2019-06-03,17,152,141,430,257,419,131,136,178,238,327,459,742,1253,2741,9384,65907
2019-06-04,17,152,141,430,257,419,131,136,178,238,327,459,742,1253,2741,9384,65906
2019-06-05,17,152,141,430,257,419,131,136,178,238,327,459,742,1253,2741,9384,65906
2019-06-06,17,152,141,430,257,419,131,136,178,238,327,459,742,1253,2741,9384,65906
2019-06-07,17,152,141,430,257,419,131,136,178,238,327,459,742,1253,2741,9384,65906
2019-06-11,17,152,141,430,257,419,131,136,178,238,327,459,742,1253,2741,9384,65906
2019-06-12,17,152,141,430,257,419,131,136,178,238,327,459,742,1253,2741,9384,65906
2019-06-13,11,115,111,344,240,403,124,132,173,233,321,452,733,1240,2729,9345,65858
2019-06-14,15,126,129,390,269,436,143,150,197,266,347,500,782,1354,2964,10087,68317
2019-06-16,15,126,129,390,269,436,143,150,197,266,347,500,782,1354,2964,10087,68317
2019-06-17,15,126,129,390,269,436,143,150,197,266,347,500,782,1354,2964,10087,68317
2019-06-18,15,126,129,390,269,436,143,150,197,266,347,500,782,1354,2964,10087,68317
2019-06-19,15,126,129,390,269,436,143,150,197,266,347,500,782,1354,2964,10087,68317
2019-06-29,14,125,128,348,216,384,127,129,185,258,340,493,774,1345,2951,10052,68273
2019-07-01,14,125,128,348,216,384,127,129,185,258,340,493,774,1345,2951,10052,68273
2019-07-02,14,125,128,348,216,384,127,129,185,258,340,493,774,1345,2951,10052,68273
2019-07-03,13,126,128,375,226,402,137,144,196,272,352,533,799,1405,3111,10559,69384
2019-07-04,13,126,128,375,225,402,137,144,196,272,352,533,799,1405,3111,10557,69384
2019-07-05,13,126,128,375,225,402,137,144,196,272,352,533,799,1405,3111,10557,69384
2019-07-09,13,126,128,375,225,402,137,144,196,272,352,533,799,1405,3111,10557,69384
2019-07-15,13,126,128,375,225,402,137,144,196,272,352,533,799,1405,3111,10557,69384
2019-07-16,13,126,128,375,225,402,137,144,196,272,352,533,799,1405,3111,10557,69384
2019-07-17,13,126,128,375,225,402,137,144,196,272,352,533,799,1405,3111,10557,69384
2019-07-19,13,126,128,375,225,402,137,144,196,272,352,533,799,1405,3111,10557,69384
2019-07-22,13,126,128,375,225,402,137,144,196,272,352,533,799,1405,3110,10557,69383
2019-07-25,13,126,128,375,225,402,137,144,196,272,352,533,799,1405,3110,10557,69383
2019-07-29,13,126,128,375,225,402,137,144,196,272,352,533,799,1405,3110,10557,69383
2019-07-30,10,117,113,308,165,267,106,123,165,249,327,508,775,1370,3073,10470,69245
2019-07-31,10,117,113,308,165,267,106,123,165,249,327,508,775,1370,3073,10470,69245
2019-08-01,10,117,113,308,165,267,106,123,165,249,327,508,774,1370,3073,10470,69245
2019-08-08,10,117,113,308,165,267,106,123,165,249,327,508,774,1370,3073,10470,69245
2019-08-09,10,117,113,308,165,267,106,123,165,249,327,508,774,1370,3073,10470,69245
2019-08-12,10,117,113,308,165,267,106,123,165,249,327,508,774,1370,3073,10470,69245
2019-08-13,10,119,116,310,166,270,106,122,168,254,322,507,782,1379,3099,10511,69240
2019-08-16,10,119,116,310,166,270,106,122,168,254,322,507,782,1379,3099,10511,69240
2019-08-19,10,119,116,310,166,270,106,122,168,253,322,507,782,1379,3099,10511,69239
2019-08-20,10,114,111,309,158,233,87,107,153,238,307,486,758,1361,3071,10479,69159
2019-08-21,10,114,111,309,158,233,87,107,153,238,307,486,758,1361,3071,10479,69159
2019-08-22,10,114,111,309,158,233,87,107,153,238,307,486,758,1361,3071,10479,69159
2019-08-23,10,114,111,309,158,233,87,107,153,238,307,486,758,1361,3071,10479,69159
2019-09-01,10,114,111,309,158,233,87,107,153,238,307,486,758,1361,3071,10479,69159
